COUNT;Geo Local Area;Geom;geo_point_2d
5;Mount Pleasant;"{""coordinates"": [-123.085603327158, 49.2621356773046], ""type"": ""Point""}";49.2621356773046, -123.085603327158
1;Arbutus Ridge;"{""coordinates"": [-123.157549874286, 49.2370374976114], ""type"": ""Point""}";49.2370374976114, -123.157549874286
1;Arbutus Ridge;"{""coordinates"": [-123.157788807781, 49.2370940214924], ""type"": ""Point""}";49.2370940214924, -123.157788807781
1;Fairview;"{""coordinates"": [-123.139426813566, 49.268181607223], ""type"": ""Point""}";49.268181607223, -123.139426813566
1;Dunbar-Southlands;"{""coordinates"": [-123.185611238417, 49.2455426344615], ""type"": ""Point""}";49.2455426344615, -123.185611238417
1;Renfrew-Collingwood;"{""coordinates"": [-123.035049380588, 49.2340620683283], ""type"": ""Point""}";49.2340620683283, -123.035049380588
5;Grandview-Woodland;"{""coordinates"": [-123.074310654339, 49.2815913489067], ""type"": ""Point""}";49.2815913489067, -123.074310654339
5;Grandview-Woodland;"{""coordinates"": [-123.074697726239, 49.2815955969235], ""type"": ""Point""}";49.2815955969235, -123.074697726239
5;Grandview-Woodland;"{""coordinates"": [-123.074897791169, 49.2816008645257], ""type"": ""Point""}";49.2816008645257, -123.074897791169
5;Grandview-Woodland;"{""coordinates"": [-123.075308927745, 49.2816068939298], ""type"": ""Point""}";49.2816068939298, -123.075308927745
2;Strathcona;"{""coordinates"": [-123.09291951139, 49.2687982047406], ""type"": ""Point""}";49.2687982047406, -123.09291951139
8;Downtown;"{""coordinates"": [-123.109660639626, 49.2834910096344], ""type"": ""Point""}";49.2834910096344, -123.109660639626
18;Mount Pleasant;"{""coordinates"": [-123.100614909663, 49.2617786317974], ""type"": ""Point""}";49.2617786317974, -123.100614909663
18;Mount Pleasant;"{""coordinates"": [-123.10061164188, 49.2618613905616], ""type"": ""Point""}";49.2618613905616, -123.10061164188
1;Fairview;"{""coordinates"": [-123.115518305488, 49.2615931536934], ""type"": ""Point""}";49.2615931536934, -123.115518305488
1;Strathcona;"{""coordinates"": [-123.097646221392, 49.2796921582393], ""type"": ""Point""}";49.2796921582393, -123.097646221392
5;Fairview;"{""coordinates"": [-123.134718376304, 49.2632133038741], ""type"": ""Point""}";49.2632133038741, -123.134718376304
1;West End;"{""coordinates"": [-123.141204887085, 49.2850764756165], ""type"": ""Point""}";49.2850764756165, -123.141204887085
1;West End;"{""coordinates"": [-123.141401866205, 49.2852021671804], ""type"": ""Point""}";49.2852021671804, -123.141401866205
1;Grandview-Woodland;"{""coordinates"": [-123.070223711796, 49.2672638242032], ""type"": ""Point""}";49.2672638242032, -123.070223711796
1;Mount Pleasant;"{""coordinates"": [-123.099333823264, 49.2613621377264], ""type"": ""Point""}";49.2613621377264, -123.099333823264
2;Fairview;"{""coordinates"": [-123.11522537474, 49.264708468426], ""type"": ""Point""}";49.264708468426, -123.11522537474
6;Strathcona;"{""coordinates"": [-123.08759733297, 49.2807976519582], ""type"": ""Point""}";49.2807976519582, -123.08759733297
1;Kitsilano;"{""coordinates"": [-123.175684451968, 49.2716049250162], ""type"": ""Point""}";49.2716049250162, -123.175684451968
2;Strathcona;"{""coordinates"": [-123.092104175302, 49.2836895778172], ""type"": ""Point""}";49.2836895778172, -123.092104175302
4;Downtown;"{""coordinates"": [-123.108225284992, 49.2844880656966], ""type"": ""Point""}";49.2844880656966, -123.108225284992
4;Downtown;"{""coordinates"": [-123.113486260577, 49.2832812183075], ""type"": ""Point""}";49.2832812183075, -123.113486260577
10;Mount Pleasant;"{""coordinates"": [-123.092383848432, 49.2627945078481], ""type"": ""Point""}";49.2627945078481, -123.092383848432
1;Mount Pleasant;"{""coordinates"": [-123.108224155208, 49.2658869265889], ""type"": ""Point""}";49.2658869265889, -123.108224155208
1;Strathcona;"{""coordinates"": [-123.098427232213, 49.2697188361796], ""type"": ""Point""}";49.2697188361796, -123.098427232213
1;Strathcona;"{""coordinates"": [-123.098523954379, 49.2834146431117], ""type"": ""Point""}";49.2834146431117, -123.098523954379
5;Fairview;"{""coordinates"": [-123.138971654776, 49.2638289806384], ""type"": ""Point""}";49.2638289806384, -123.138971654776
3;Kensington-Cedar Cottage;"{""coordinates"": [-123.074489048617, 49.2498199393301], ""type"": ""Point""}";49.2498199393301, -123.074489048617
3;Riley Park;"{""coordinates"": [-123.100933213156, 49.243690121562], ""type"": ""Point""}";49.243690121562, -123.100933213156
3;Grandview-Woodland;"{""coordinates"": [-123.06997096393, 49.2819156537836], ""type"": ""Point""}";49.2819156537836, -123.06997096393
4;Grandview-Woodland;"{""coordinates"": [-123.070030204642, 49.2673831280343], ""type"": ""Point""}";49.2673831280343, -123.070030204642
2;Sunset;"{""coordinates"": [-123.091109700254, 49.2269863359545], ""type"": ""Point""}";49.2269863359545, -123.091109700254
4;Downtown;"{""coordinates"": [-123.109519959953, 49.2821180114342], ""type"": ""Point""}";49.2821180114342, -123.109519959953
4;Marpole;"{""coordinates"": [-123.12306151548, 49.2050079064203], ""type"": ""Point""}";49.2050079064203, -123.12306151548
1;Marpole;"{""coordinates"": [-123.129873767833, 49.2070573302391], ""type"": ""Point""}";49.2070573302391, -123.129873767833
1;West End;"{""coordinates"": [-123.129381418943, 49.2857561954714], ""type"": ""Point""}";49.2857561954714, -123.129381418943
1;West End;"{""coordinates"": [-123.131315460735, 49.2877735916141], ""type"": ""Point""}";49.2877735916141, -123.131315460735
2;Hastings-Sunrise;"{""coordinates"": [-123.029093724314, 49.2808510834409], ""type"": ""Point""}";49.2808510834409, -123.029093724314
1;Mount Pleasant;"{""coordinates"": [-123.106954381955, 49.266891541698], ""type"": ""Point""}";49.266891541698, -123.106954381955
9;Downtown;"{""coordinates"": [-123.107914084406, 49.2818222496985], ""type"": ""Point""}";49.2818222496985, -123.107914084406
1;Downtown;"{""coordinates"": [-123.133399023332, 49.2753207976245], ""type"": ""Point""}";49.2753207976245, -123.133399023332
1;Downtown;"{""coordinates"": [-123.126150704896, 49.2880969647475], ""type"": ""Point""}";49.2880969647475, -123.126150704896
1;Downtown;"{""coordinates"": [-123.121792814441, 49.288244690183], ""type"": ""Point""}";49.288244690183, -123.121792814441
1;Hastings-Sunrise;"{""coordinates"": [-123.032033037469, 49.2691192880011], ""type"": ""Point""}";49.2691192880011, -123.032033037469
1;Strathcona;"{""coordinates"": [-123.098451306419, 49.2692789235778], ""type"": ""Point""}";49.2692789235778, -123.098451306419
2;West End;"{""coordinates"": [-123.14014595066, 49.2880978666862], ""type"": ""Point""}";49.2880978666862, -123.14014595066
1;Kitsilano;"{""coordinates"": [-123.156342274677, 49.2679191375078], ""type"": ""Point""}";49.2679191375078, -123.156342274677
3;Kensington-Cedar Cottage;"{""coordinates"": [-123.0616145393, 49.2428036771959], ""type"": ""Point""}";49.2428036771959, -123.0616145393
2;West End;"{""coordinates"": [-123.131835590065, 49.2804285108261], ""type"": ""Point""}";49.2804285108261, -123.131835590065
1;Mount Pleasant;"{""coordinates"": [-123.103101913966, 49.2657930234499], ""type"": ""Point""}";49.2657930234499, -123.103101913966
8;Downtown;"{""coordinates"": [-123.114629428033, 49.2826103630891], ""type"": ""Point""}";49.2826103630891, -123.114629428033
4;Kitsilano;"{""coordinates"": [-123.148811855179, 49.2634432358448], ""type"": ""Point""}";49.2634432358448, -123.148811855179
1;West End;"{""coordinates"": [-123.128230314012, 49.2878720003484], ""type"": ""Point""}";49.2878720003484, -123.128230314012
4;Kensington-Cedar Cottage;"{""coordinates"": [-123.081053827058, 49.2529788256951], ""type"": ""Point""}";49.2529788256951, -123.081053827058
1;Strathcona;"{""coordinates"": [-123.078352317409, 49.2792333634899], ""type"": ""Point""}";49.2792333634899, -123.078352317409
13;Strathcona;"{""coordinates"": [-123.079524301317, 49.2806752906782], ""type"": ""Point""}";49.2806752906782, -123.079524301317
8;Strathcona;"{""coordinates"": [-123.077996802068, 49.2734212032908], ""type"": ""Point""}";49.2734212032908, -123.077996802068
2;Mount Pleasant;"{""coordinates"": [-123.109026537025, 49.2662873402694], ""type"": ""Point""}";49.2662873402694, -123.109026537025
3;West End;"{""coordinates"": [-123.136062539047, 49.2907688694293], ""type"": ""Point""}";49.2907688694293, -123.136062539047
2;Riley Park;"{""coordinates"": [-123.101260997475, 49.2541025226709], ""type"": ""Point""}";49.2541025226709, -123.101260997475
2;Riley Park;"{""coordinates"": [-123.101312596832, 49.2544038083235], ""type"": ""Point""}";49.2544038083235, -123.101312596832
6;West End;"{""coordinates"": [-123.13003744391, 49.287582117464], ""type"": ""Point""}";49.287582117464, -123.13003744391
1;Riley Park;"{""coordinates"": [-123.090605412105, 49.2516787115516], ""type"": ""Point""}";49.2516787115516, -123.090605412105
9;Kensington-Cedar Cottage;"{""coordinates"": [-123.083003454044, 49.2531346419637], ""type"": ""Point""}";49.2531346419637, -123.083003454044
4;Grandview-Woodland;"{""coordinates"": [-123.070093889539, 49.2648998922943], ""type"": ""Point""}";49.2648998922943, -123.070093889539
8;Strathcona;"{""coordinates"": [-123.098022584843, 49.2791766945663], ""type"": ""Point""}";49.2791766945663, -123.098022584843
2;Downtown;"{""coordinates"": [-123.126940968168, 49.2757374169526], ""type"": ""Point""}";49.2757374169526, -123.126940968168
4;Kitsilano;"{""coordinates"": [-123.168596528187, 49.2681094346851], ""type"": ""Point""}";49.2681094346851, -123.168596528187
1;Hastings-Sunrise;"{""coordinates"": [-123.033305010743, 49.2622177654063], ""type"": ""Point""}";49.2622177654063, -123.033305010743
1;Grandview-Woodland;"{""coordinates"": [-123.064246339867, 49.2662899650336], ""type"": ""Point""}";49.2662899650336, -123.064246339867
1;Kitsilano;"{""coordinates"": [-123.153912045467, 49.2684068008965], ""type"": ""Point""}";49.2684068008965, -123.153912045467
3;Grandview-Woodland;"{""coordinates"": [-123.069253694367, 49.2691777061685], ""type"": ""Point""}";49.2691777061685, -123.069253694367
4;Strathcona;"{""coordinates"": [-123.098105118618, 49.2834111495298], ""type"": ""Point""}";49.2834111495298, -123.098105118618
1;Strathcona;"{""coordinates"": [-123.081759927103, 49.2760882295761], ""type"": ""Point""}";49.2760882295761, -123.081759927103
1;Strathcona;"{""coordinates"": [-123.082251789325, 49.276383993002], ""type"": ""Point""}";49.276383993002, -123.082251789325
1;Strathcona;"{""coordinates"": [-123.081819647357, 49.2764447564469], ""type"": ""Point""}";49.2764447564469, -123.081819647357
1;Strathcona;"{""coordinates"": [-123.082238938058, 49.2765926904393], ""type"": ""Point""}";49.2765926904393, -123.082238938058
1;Strathcona;"{""coordinates"": [-123.081880487737, 49.2766552006745], ""type"": ""Point""}";49.2766552006745, -123.081880487737
3;Dunbar-Southlands;"{""coordinates"": [-123.184446068476, 49.247369670211], ""type"": ""Point""}";49.247369670211, -123.184446068476
1;West End;"{""coordinates"": [-123.142203585337, 49.2913040908415], ""type"": ""Point""}";49.2913040908415, -123.142203585337
4;West End;"{""coordinates"": [-123.129735939391, 49.2873958065889], ""type"": ""Point""}";49.2873958065889, -123.129735939391
3;Strathcona;"{""coordinates"": [-123.096004128946, 49.2815634880003], ""type"": ""Point""}";49.2815634880003, -123.096004128946
2;Fairview;"{""coordinates"": [-123.116286093249, 49.2608633217122], ""type"": ""Point""}";49.2608633217122, -123.116286093249
16;Kitsilano;"{""coordinates"": [-123.185425824697, 49.2637290366541], ""type"": ""Point""}";49.2637290366541, -123.185425824697
1;Downtown;"{""coordinates"": [-123.11251685576, 49.2834038440459], ""type"": ""Point""}";49.2834038440459, -123.11251685576
5;Fairview;"{""coordinates"": [-123.142201457429, 49.2667684437456], ""type"": ""Point""}";49.2667684437456, -123.142201457429
5;Fairview;"{""coordinates"": [-123.141882593842, 49.2667796299833], ""type"": ""Point""}";49.2667796299833, -123.141882593842
6;Downtown;"{""coordinates"": [-123.100605272234, 49.2816585745437], ""type"": ""Point""}";49.2816585745437, -123.100605272234
1;Riley Park;"{""coordinates"": [-123.091022453024, 49.246322840737], ""type"": ""Point""}";49.246322840737, -123.091022453024
1;Grandview-Woodland;"{""coordinates"": [-123.071246719737, 49.2711700633872], ""type"": ""Point""}";49.2711700633872, -123.071246719737
3;Riley Park;"{""coordinates"": [-123.100823209434, 49.2342240992368], ""type"": ""Point""}";49.2342240992368, -123.100823209434
3;Grandview-Woodland;"{""coordinates"": [-123.067826990539, 49.2777885226854], ""type"": ""Point""}";49.2777885226854, -123.067826990539
1;Grandview-Woodland;"{""coordinates"": [-123.075426965725, 49.2797029874791], ""type"": ""Point""}";49.2797029874791, -123.075426965725
7;Strathcona;"{""coordinates"": [-123.087886762, 49.281411263124], ""type"": ""Point""}";49.281411263124, -123.087886762
3;Downtown;"{""coordinates"": [-123.120297407564, 49.2793860182357], ""type"": ""Point""}";49.2793860182357, -123.120297407564
3;Riley Park;"{""coordinates"": [-123.100853722428, 49.2454998974377], ""type"": ""Point""}";49.2454998974377, -123.100853722428
2;Riley Park;"{""coordinates"": [-123.100615237377, 49.2496144790004], ""type"": ""Point""}";49.2496144790004, -123.100615237377
1;Strathcona;"{""coordinates"": [-123.095204571194, 49.2815470586946], ""type"": ""Point""}";49.2815470586946, -123.095204571194
1;West End;"{""coordinates"": [-123.141334559745, 49.2878202853116], ""type"": ""Point""}";49.2878202853116, -123.141334559745
1;Kitsilano;"{""coordinates"": [-123.164806253799, 49.2685675596891], ""type"": ""Point""}";49.2685675596891, -123.164806253799
1;West End;"{""coordinates"": [-123.133876481854, 49.2894288852105], ""type"": ""Point""}";49.2894288852105, -123.133876481854
8;Downtown;"{""coordinates"": [-123.101583255087, 49.2810621391931], ""type"": ""Point""}";49.2810621391931, -123.101583255087
8;Downtown;"{""coordinates"": [-123.101682118235, 49.2810643010332], ""type"": ""Point""}";49.2810643010332, -123.101682118235
8;Downtown;"{""coordinates"": [-123.100737303765, 49.2817635141922], ""type"": ""Point""}";49.2817635141922, -123.100737303765
2;West End;"{""coordinates"": [-123.130963659672, 49.2798295327485], ""type"": ""Point""}";49.2798295327485, -123.130963659672
4;Sunset;"{""coordinates"": [-123.090277229976, 49.2288498811355], ""type"": ""Point""}";49.2288498811355, -123.090277229976
6;Downtown;"{""coordinates"": [-123.108161065272, 49.2818703948437], ""type"": ""Point""}";49.2818703948437, -123.108161065272
6;Downtown;"{""coordinates"": [-123.108316408643, 49.281895183964], ""type"": ""Point""}";49.281895183964, -123.108316408643
1;Downtown;"{""coordinates"": [-123.124448461925, 49.2791601157244], ""type"": ""Point""}";49.2791601157244, -123.124448461925
1;Downtown;"{""coordinates"": [-123.124388265798, 49.2792790968517], ""type"": ""Point""}";49.2792790968517, -123.124388265798
7;Strathcona;"{""coordinates"": [-123.077692942478, 49.2826366574965], ""type"": ""Point""}";49.2826366574965, -123.077692942478
6;Sunset;"{""coordinates"": [-123.090234175581, 49.2304739906996], ""type"": ""Point""}";49.2304739906996, -123.090234175581
1;Kensington-Cedar Cottage;"{""coordinates"": [-123.06781161792, 49.2607068617603], ""type"": ""Point""}";49.2607068617603, -123.06781161792
7;Kensington-Cedar Cottage;"{""coordinates"": [-123.063630646956, 49.2440767865304], ""type"": ""Point""}";49.2440767865304, -123.063630646956
3;Mount Pleasant;"{""coordinates"": [-123.099691699633, 49.2661158675615], ""type"": ""Point""}";49.2661158675615, -123.099691699633
17;Strathcona;"{""coordinates"": [-123.099476763097, 49.27628169226], ""type"": ""Point""}";49.27628169226, -123.099476763097
6;West Point Grey;"{""coordinates"": [-123.207835610758, 49.2635370358037], ""type"": ""Point""}";49.2635370358037, -123.207835610758
1;Grandview-Woodland;"{""coordinates"": [-123.069089712525, 49.2800025589829], ""type"": ""Point""}";49.2800025589829, -123.069089712525
1;West Point Grey;"{""coordinates"": [-123.210289523706, 49.2635543460339], ""type"": ""Point""}";49.2635543460339, -123.210289523706
3;Downtown;"{""coordinates"": [-123.128994642912, 49.2787685170572], ""type"": ""Point""}";49.2787685170572, -123.128994642912
14;Strathcona;"{""coordinates"": [-123.082244842393, 49.2803255247835], ""type"": ""Point""}";49.2803255247835, -123.082244842393
1;West End;"{""coordinates"": [-123.134965726337, 49.2852142623962], ""type"": ""Point""}";49.2852142623962, -123.134965726337
5;Mount Pleasant;"{""coordinates"": [-123.113935739267, 49.2613158916217], ""type"": ""Point""}";49.2613158916217, -123.113935739267
2;Fairview;"{""coordinates"": [-123.120131523468, 49.2630182016568], ""type"": ""Point""}";49.2630182016568, -123.120131523468
7;Mount Pleasant;"{""coordinates"": [-123.088658554441, 49.2627641711892], ""type"": ""Point""}";49.2627641711892, -123.088658554441
3;Fairview;"{""coordinates"": [-123.138942463385, 49.2646326475055], ""type"": ""Point""}";49.2646326475055, -123.138942463385
3;Fairview;"{""coordinates"": [-123.138940632747, 49.2647149558411], ""type"": ""Point""}";49.2647149558411, -123.138940632747
1;South Cambie;"{""coordinates"": [-123.115634647694, 49.2545334216147], ""type"": ""Point""}";49.2545334216147, -123.115634647694
2;Fairview;"{""coordinates"": [-123.143743446815, 49.2639784628682], ""type"": ""Point""}";49.2639784628682, -123.143743446815
2;Kensington-Cedar Cottage;"{""coordinates"": [-123.066306324011, 49.2450791499989], ""type"": ""Point""}";49.2450791499989, -123.066306324011
5;Grandview-Woodland;"{""coordinates"": [-123.057044919372, 49.273702258934], ""type"": ""Point""}";49.273702258934, -123.057044919372
2;Sunset;"{""coordinates"": [-123.091023007968, 49.2307094703525], ""type"": ""Point""}";49.2307094703525, -123.091023007968
3;Downtown;"{""coordinates"": [-123.103282272368, 49.2797561341366], ""type"": ""Point""}";49.2797561341366, -123.103282272368
5;Renfrew-Collingwood;"{""coordinates"": [-123.046053218613, 49.2584131723117], ""type"": ""Point""}";49.2584131723117, -123.046053218613
5;West End;"{""coordinates"": [-123.134047553537, 49.2818300505803], ""type"": ""Point""}";49.2818300505803, -123.134047553537
1;Mount Pleasant;"{""coordinates"": [-123.106958001878, 49.2666648592806], ""type"": ""Point""}";49.2666648592806, -123.106958001878
1;Mount Pleasant;"{""coordinates"": [-123.106957536263, 49.2667674050047], ""type"": ""Point""}";49.2667674050047, -123.106957536263
1;Kensington-Cedar Cottage;"{""coordinates"": [-123.064884322158, 49.2425149839554], ""type"": ""Point""}";49.2425149839554, -123.064884322158
1;Downtown;"{""coordinates"": [-123.126344928205, 49.2882253834632], ""type"": ""Point""}";49.2882253834632, -123.126344928205
2;Strathcona;"{""coordinates"": [-123.092963257308, 49.2828101872366], ""type"": ""Point""}";49.2828101872366, -123.092963257308
2;Strathcona;"{""coordinates"": [-123.093067884384, 49.2828121269301], ""type"": ""Point""}";49.2828121269301, -123.093067884384
1;Mount Pleasant;"{""coordinates"": [-123.095157355073, 49.2654737274384], ""type"": ""Point""}";49.2654737274384, -123.095157355073
1;Grandview-Woodland;"{""coordinates"": [-123.066938791736, 49.2835277122928], ""type"": ""Point""}";49.2835277122928, -123.066938791736
1;West Point Grey;"{""coordinates"": [-123.206848391616, 49.2635110571801], ""type"": ""Point""}";49.2635110571801, -123.206848391616
2;Kitsilano;"{""coordinates"": [-123.148526936258, 49.2683131564683], ""type"": ""Point""}";49.2683131564683, -123.148526936258
8;Kitsilano;"{""coordinates"": [-123.148921835044, 49.2678035197768], ""type"": ""Point""}";49.2678035197768, -123.148921835044
12;Kensington-Cedar Cottage;"{""coordinates"": [-123.08250835718, 49.2529222506091], ""type"": ""Point""}";49.2529222506091, -123.08250835718
1;Strathcona;"{""coordinates"": [-123.078476193285, 49.2792319301488], ""type"": ""Point""}";49.2792319301488, -123.078476193285
3;Renfrew-Collingwood;"{""coordinates"": [-123.054143816761, 49.2397068779654], ""type"": ""Point""}";49.2397068779654, -123.054143816761
1;Victoria-Fraserview;"{""coordinates"": [-123.065357182901, 49.2241586914691], ""type"": ""Point""}";49.2241586914691, -123.065357182901
21;Kitsilano;"{""coordinates"": [-123.170387043689, 49.2638356235544], ""type"": ""Point""}";49.2638356235544, -123.170387043689
8;Mount Pleasant;"{""coordinates"": [-123.113142628834, 49.2633599235661], ""type"": ""Point""}";49.2633599235661, -123.113142628834
1;Downtown;"{""coordinates"": [-123.112189281814, 49.2866321702408], ""type"": ""Point""}";49.2866321702408, -123.112189281814
1;Grandview-Woodland;"{""coordinates"": [-123.0746116955, 49.2661098593002], ""type"": ""Point""}";49.2661098593002, -123.0746116955
5;Downtown;"{""coordinates"": [-123.121010921796, 49.280193481255], ""type"": ""Point""}";49.280193481255, -123.121010921796
2;Downtown;"{""coordinates"": [-123.112403480998, 49.2827120094811], ""type"": ""Point""}";49.2827120094811, -123.112403480998
1;Marpole;"{""coordinates"": [-123.12776978565, 49.2028981547402], ""type"": ""Point""}";49.2028981547402, -123.12776978565
3;Marpole;"{""coordinates"": [-123.127241331865, 49.2042669053797], ""type"": ""Point""}";49.2042669053797, -123.127241331865
1;Marpole;"{""coordinates"": [-123.123862718172, 49.206849565709], ""type"": ""Point""}";49.206849565709, -123.123862718172
2;Riley Park;"{""coordinates"": [-123.090724133904, 49.246307792488], ""type"": ""Point""}";49.246307792488, -123.090724133904
2;Kitsilano;"{""coordinates"": [-123.150903950264, 49.2621287419548], ""type"": ""Point""}";49.2621287419548, -123.150903950264
1;Hastings-Sunrise;"{""coordinates"": [-123.036778657353, 49.2788207500531], ""type"": ""Point""}";49.2788207500531, -123.036778657353
2;Fairview;"{""coordinates"": [-123.144093932133, 49.2673846812089], ""type"": ""Point""}";49.2673846812089, -123.144093932133
1;West Point Grey;"{""coordinates"": [-123.207233265954, 49.2635171229144], ""type"": ""Point""}";49.2635171229144, -123.207233265954
3;Mount Pleasant;"{""coordinates"": [-123.093530332101, 49.2576936787665], ""type"": ""Point""}";49.2576936787665, -123.093530332101
10;Strathcona;"{""coordinates"": [-123.097510434038, 49.2677303885357], ""type"": ""Point""}";49.2677303885357, -123.097510434038
1;Marpole;"{""coordinates"": [-123.134104120644, 49.2087879763519], ""type"": ""Point""}";49.2087879763519, -123.134104120644
2;Mount Pleasant;"{""coordinates"": [-123.104597433016, 49.2649202059974], ""type"": ""Point""}";49.2649202059974, -123.104597433016
1;Kensington-Cedar Cottage;"{""coordinates"": [-123.068497977725, 49.251168459864], ""type"": ""Point""}";49.251168459864, -123.068497977725
3;Grandview-Woodland;"{""coordinates"": [-123.075340384735, 49.2806036322856], ""type"": ""Point""}";49.2806036322856, -123.075340384735
1;Strathcona;"{""coordinates"": [-123.092985419581, 49.2844980058794], ""type"": ""Point""}";49.2844980058794, -123.092985419581
1;Strathcona;"{""coordinates"": [-123.092982805656, 49.2845704191231], ""type"": ""Point""}";49.2845704191231, -123.092982805656
8;Kensington-Cedar Cottage;"{""coordinates"": [-123.059151347224, 49.242669163537], ""type"": ""Point""}";49.242669163537, -123.059151347224
11;Mount Pleasant;"{""coordinates"": [-123.105093834444, 49.2695351658208], ""type"": ""Point""}";49.2695351658208, -123.105093834444
4;West Point Grey;"{""coordinates"": [-123.187179258707, 49.263205728443], ""type"": ""Point""}";49.263205728443, -123.187179258707
1;Grandview-Woodland;"{""coordinates"": [-123.059054973363, 49.2845394966658], ""type"": ""Point""}";49.2845394966658, -123.059054973363
1;Strathcona;"{""coordinates"": [-123.096771845234, 49.2828739125688], ""type"": ""Point""}";49.2828739125688, -123.096771845234
4;Grandview-Woodland;"{""coordinates"": [-123.069855533406, 49.2763851359209], ""type"": ""Point""}";49.2763851359209, -123.069855533406
2;Kitsilano;"{""coordinates"": [-123.171602721019, 49.2643788351171], ""type"": ""Point""}";49.2643788351171, -123.171602721019
4;Kitsilano;"{""coordinates"": [-123.171571901568, 49.2681438511287], ""type"": ""Point""}";49.2681438511287, -123.171571901568
1;Kitsilano;"{""coordinates"": [-123.170730084719, 49.2681424175175], ""type"": ""Point""}";49.2681424175175, -123.170730084719
4;Downtown;"{""coordinates"": [-123.100062904288, 49.2825625210388], ""type"": ""Point""}";49.2825625210388, -123.100062904288
2;Strathcona;"{""coordinates"": [-123.085911097608, 49.2735653508296], ""type"": ""Point""}";49.2735653508296, -123.085911097608
14;Downtown;"{""coordinates"": [-123.115042684093, 49.2823396383354], ""type"": ""Point""}";49.2823396383354, -123.115042684093
14;Downtown;"{""coordinates"": [-123.11496305551, 49.2823914398533], ""type"": ""Point""}";49.2823914398533, -123.11496305551
5;West End;"{""coordinates"": [-123.137517120702, 49.2841930454509], ""type"": ""Point""}";49.2841930454509, -123.137517120702
3;Kensington-Cedar Cottage;"{""coordinates"": [-123.068532156112, 49.2464262094549], ""type"": ""Point""}";49.2464262094549, -123.068532156112
4;Riley Park;"{""coordinates"": [-123.090389232203, 49.2548538792539], ""type"": ""Point""}";49.2548538792539, -123.090389232203
8;Kitsilano;"{""coordinates"": [-123.162740751359, 49.264279450929], ""type"": ""Point""}";49.264279450929, -123.162740751359
4;West End;"{""coordinates"": [-123.129812453733, 49.2791047496562], ""type"": ""Point""}";49.2791047496562, -123.129812453733
3;Grandview-Woodland;"{""coordinates"": [-123.069293577011, 49.2673065732512], ""type"": ""Point""}";49.2673065732512, -123.069293577011
6;Hastings-Sunrise;"{""coordinates"": [-123.046082190459, 49.2808774271452], ""type"": ""Point""}";49.2808774271452, -123.046082190459
1;Dunbar-Southlands;"{""coordinates"": [-123.18473632075, 49.2560768401512], ""type"": ""Point""}";49.2560768401512, -123.18473632075
3;Strathcona;"{""coordinates"": [-123.097086030264, 49.2828799456441], ""type"": ""Point""}";49.2828799456441, -123.097086030264
3;Strathcona;"{""coordinates"": [-123.09719122095, 49.2828816562513], ""type"": ""Point""}";49.2828816562513, -123.09719122095
1;Strathcona;"{""coordinates"": [-123.081812726544, 49.2764996319753], ""type"": ""Point""}";49.2764996319753, -123.081812726544
1;Strathcona;"{""coordinates"": [-123.081960147565, 49.2766069210132], ""type"": ""Point""}";49.2766069210132, -123.081960147565
1;Downtown;"{""coordinates"": [-123.112187358211, 49.2832690298966], ""type"": ""Point""}";49.2832690298966, -123.112187358211
2;Strathcona;"{""coordinates"": [-123.08364749238, 49.2823363433113], ""type"": ""Point""}";49.2823363433113, -123.08364749238
2;West End;"{""coordinates"": [-123.126692578946, 49.2854238617226], ""type"": ""Point""}";49.2854238617226, -123.126692578946
1;Kitsilano;"{""coordinates"": [-123.176972086735, 49.2644551827345], ""type"": ""Point""}";49.2644551827345, -123.176972086735
9;Downtown;"{""coordinates"": [-123.125949540798, 49.2777117849112], ""type"": ""Point""}";49.2777117849112, -123.125949540798
6;Mount Pleasant;"{""coordinates"": [-123.089025716876, 49.256633463386], ""type"": ""Point""}";49.256633463386, -123.089025716876
1;Downtown;"{""coordinates"": [-123.115990924025, 49.286283559938], ""type"": ""Point""}";49.286283559938, -123.115990924025
9;Strathcona;"{""coordinates"": [-123.085845051798, 49.2807642636451], ""type"": ""Point""}";49.2807642636451, -123.085845051798
9;Strathcona;"{""coordinates"": [-123.086053910995, 49.2807677063627], ""type"": ""Point""}";49.2807677063627, -123.086053910995
5;Strathcona;"{""coordinates"": [-123.098816474734, 49.2791964194452], ""type"": ""Point""}";49.2791964194452, -123.098816474734
2;Grandview-Woodland;"{""coordinates"": [-123.0660914799, 49.2772413889319], ""type"": ""Point""}";49.2772413889319, -123.0660914799
1;Grandview-Woodland;"{""coordinates"": [-123.07441361933, 49.279695827697], ""type"": ""Point""}";49.279695827697, -123.07441361933
1;Grandview-Woodland;"{""coordinates"": [-123.075564473012, 49.2797046966739], ""type"": ""Point""}";49.2797046966739, -123.075564473012
7;Strathcona;"{""coordinates"": [-123.087991261761, 49.2814129736363], ""type"": ""Point""}";49.2814129736363, -123.087991261761
1;West End;"{""coordinates"": [-123.134713088208, 49.2913726587203], ""type"": ""Point""}";49.2913726587203, -123.134713088208
1;Downtown;"{""coordinates"": [-123.119323169318, 49.2787659290371], ""type"": ""Point""}";49.2787659290371, -123.119323169318
