COUNT;Geo Local Area;Geom;geo_point_2d
3;Riley Park;"{""coordinates"": [-123.114709895149, 49.2556994492871], ""type"": ""Point""}";49.2556994492871, -123.114709895149
3;Kitsilano;"{""coordinates"": [-123.146856608519, 49.2634115737845], ""type"": ""Point""}";49.2634115737845, -123.146856608519
4;Strathcona;"{""coordinates"": [-123.077823761137, 49.280637031633], ""type"": ""Point""}";49.280637031633, -123.077823761137
4;Kensington-Cedar Cottage;"{""coordinates"": [-123.07668971043, 49.2500628278378], ""type"": ""Point""}";49.2500628278378, -123.07668971043
6;Dunbar-Southlands;"{""coordinates"": [-123.184753355498, 49.2567306216169], ""type"": ""Point""}";49.2567306216169, -123.184753355498
1;Strathcona;"{""coordinates"": [-123.095391326565, 49.2768534800132], ""type"": ""Point""}";49.2768534800132, -123.095391326565
5;Sunset;"{""coordinates"": [-123.090287790252, 49.2283061273959], ""type"": ""Point""}";49.2283061273959, -123.090287790252
2;Kitsilano;"{""coordinates"": [-123.174213046493, 49.2714533350129], ""type"": ""Point""}";49.2714533350129, -123.174213046493
1;Fairview;"{""coordinates"": [-123.140508823055, 49.2656020465607], ""type"": ""Point""}";49.2656020465607, -123.140508823055
1;Kitsilano;"{""coordinates"": [-123.175128076317, 49.271546842096], ""type"": ""Point""}";49.271546842096, -123.175128076317
1;Kitsilano;"{""coordinates"": [-123.175491498236, 49.2715808412522], ""type"": ""Point""}";49.2715808412522, -123.175491498236
1;Marpole;"{""coordinates"": [-123.139502991742, 49.2113531739558], ""type"": ""Point""}";49.2113531739558, -123.139502991742
1;Downtown;"{""coordinates"": [-123.111959913779, 49.2744358284753], ""type"": ""Point""}";49.2744358284753, -123.111959913779
1;Kitsilano;"{""coordinates"": [-123.152385597121, 49.2683752810448], ""type"": ""Point""}";49.2683752810448, -123.152385597121
3;Fairview;"{""coordinates"": [-123.123967651256, 49.2636523503683], ""type"": ""Point""}";49.2636523503683, -123.123967651256
1;Riley Park;"{""coordinates"": [-123.102688889156, 49.2388127130613], ""type"": ""Point""}";49.2388127130613, -123.102688889156
2;Mount Pleasant;"{""coordinates"": [-123.100378905927, 49.2652259349039], ""type"": ""Point""}";49.2652259349039, -123.100378905927
1;Dunbar-Southlands;"{""coordinates"": [-123.184393369775, 49.2570823791318], ""type"": ""Point""}";49.2570823791318, -123.184393369775
1;Downtown;"{""coordinates"": [-123.123540781819, 49.2747059810324], ""type"": ""Point""}";49.2747059810324, -123.123540781819
1;Strathcona;"{""coordinates"": [-123.077613596579, 49.2782940545025], ""type"": ""Point""}";49.2782940545025, -123.077613596579
2;Renfrew-Collingwood;"{""coordinates"": [-123.034261146484, 49.2576974739441], ""type"": ""Point""}";49.2576974739441, -123.034261146484
1;Grandview-Woodland;"{""coordinates"": [-123.076380884347, 49.2720591695817], ""type"": ""Point""}";49.2720591695817, -123.076380884347
1;Mount Pleasant;"{""coordinates"": [-123.109159499472, 49.2686192203521], ""type"": ""Point""}";49.2686192203521, -123.109159499472
2;Hastings-Sunrise;"{""coordinates"": [-123.04801690489, 49.281422079911], ""type"": ""Point""}";49.281422079911, -123.04801690489
1;South Cambie;"{""coordinates"": [-123.119312381616, 49.2487018825722], ""type"": ""Point""}";49.2487018825722, -123.119312381616
2;Grandview-Woodland;"{""coordinates"": [-123.065894235885, 49.2745613861095], ""type"": ""Point""}";49.2745613861095, -123.065894235885
1;Hastings-Sunrise;"{""coordinates"": [-123.035199400292, 49.2626544067905], ""type"": ""Point""}";49.2626544067905, -123.035199400292
2;Riley Park;"{""coordinates"": [-123.100734216823, 49.247871225873], ""type"": ""Point""}";49.247871225873, -123.100734216823
2;Hastings-Sunrise;"{""coordinates"": [-123.049704011421, 49.2687317673242], ""type"": ""Point""}";49.2687317673242, -123.049704011421
1;Strathcona;"{""coordinates"": [-123.098698271528, 49.2703405867718], ""type"": ""Point""}";49.2703405867718, -123.098698271528
1;Strathcona;"{""coordinates"": [-123.09889220551, 49.2703948418813], ""type"": ""Point""}";49.2703948418813, -123.09889220551
4;Downtown;"{""coordinates"": [-123.104578138345, 49.2828571177139], ""type"": ""Point""}";49.2828571177139, -123.104578138345
1;Kensington-Cedar Cottage;"{""coordinates"": [-123.0823906327, 49.2548544989431], ""type"": ""Point""}";49.2548544989431, -123.0823906327
1;Mount Pleasant;"{""coordinates"": [-123.079948925984, 49.2584571072284], ""type"": ""Point""}";49.2584571072284, -123.079948925984
9;Strathcona;"{""coordinates"": [-123.077773820244, 49.2810021885273], ""type"": ""Point""}";49.2810021885273, -123.077773820244
3;Hastings-Sunrise;"{""coordinates"": [-123.02471529324, 49.2808508345756], ""type"": ""Point""}";49.2808508345756, -123.02471529324
1;Fairview;"{""coordinates"": [-123.137741501808, 49.2657041370694], ""type"": ""Point""}";49.2657041370694, -123.137741501808
1;Renfrew-Collingwood;"{""coordinates"": [-123.044946507452, 49.2421561962501], ""type"": ""Point""}";49.2421561962501, -123.044946507452
1;Sunset;"{""coordinates"": [-123.090301081614, 49.2275352411131], ""type"": ""Point""}";49.2275352411131, -123.090301081614
1;West Point Grey;"{""coordinates"": [-123.214902186707, 49.2662628531476], ""type"": ""Point""}";49.2662628531476, -123.214902186707
3;West Point Grey;"{""coordinates"": [-123.187576104889, 49.2632131715515], ""type"": ""Point""}";49.2632131715515, -123.187576104889
8;Renfrew-Collingwood;"{""coordinates"": [-123.041897475967, 49.2586747786423], ""type"": ""Point""}";49.2586747786423, -123.041897475967
1;Fairview;"{""coordinates"": [-123.11537124838, 49.2592779512189], ""type"": ""Point""}";49.2592779512189, -123.11537124838
5;Grandview-Woodland;"{""coordinates"": [-123.069282038927, 49.2679996602025], ""type"": ""Point""}";49.2679996602025, -123.069282038927
6;Kensington-Cedar Cottage;"{""coordinates"": [-123.068158639651, 49.2462575089645], ""type"": ""Point""}";49.2462575089645, -123.068158639651
1;Mount Pleasant;"{""coordinates"": [-123.10540528007, 49.2618417440197], ""type"": ""Point""}";49.2618417440197, -123.10540528007
2;Downtown;"{""coordinates"": [-123.119352331875, 49.2795527255002], ""type"": ""Point""}";49.2795527255002, -123.119352331875
1;Kitsilano;"{""coordinates"": [-123.149630032228, 49.2648762760796], ""type"": ""Point""}";49.2648762760796, -123.149630032228
3;Strathcona;"{""coordinates"": [-123.08013998854, 49.2812550542828], ""type"": ""Point""}";49.2812550542828, -123.08013998854
6;Kensington-Cedar Cottage;"{""coordinates"": [-123.089471792416, 49.2550605928785], ""type"": ""Point""}";49.2550605928785, -123.089471792416
1;Kensington-Cedar Cottage;"{""coordinates"": [-123.068124565974, 49.2468375055976], ""type"": ""Point""}";49.2468375055976, -123.068124565974
1;Grandview-Woodland;"{""coordinates"": [-123.063332973803, 49.2625738042388], ""type"": ""Point""}";49.2625738042388, -123.063332973803
2;Hastings-Sunrise;"{""coordinates"": [-123.055312877429, 49.2687435747337], ""type"": ""Point""}";49.2687435747337, -123.055312877429
4;Mount Pleasant;"{""coordinates"": [-123.110713692794, 49.2629305246205], ""type"": ""Point""}";49.2629305246205, -123.110713692794
1;Marpole;"{""coordinates"": [-123.145834488697, 49.2147269879552], ""type"": ""Point""}";49.2147269879552, -123.145834488697
1;Mount Pleasant;"{""coordinates"": [-123.10493348585, 49.2680322229936], ""type"": ""Point""}";49.2680322229936, -123.10493348585
4;Downtown;"{""coordinates"": [-123.10068100555, 49.2771739520913], ""type"": ""Point""}";49.2771739520913, -123.10068100555
4;Downtown;"{""coordinates"": [-123.101486902786, 49.2771777536689], ""type"": ""Point""}";49.2771777536689, -123.101486902786
3;Mount Pleasant;"{""coordinates"": [-123.092267882752, 49.261797032005], ""type"": ""Point""}";49.261797032005, -123.092267882752
1;Hastings-Sunrise;"{""coordinates"": [-123.047325936923, 49.2760367435225], ""type"": ""Point""}";49.2760367435225, -123.047325936923
3;Strathcona;"{""coordinates"": [-123.088202402237, 49.2836036146901], ""type"": ""Point""}";49.2836036146901, -123.088202402237
3;Strathcona;"{""coordinates"": [-123.088403604047, 49.2836241498365], ""type"": ""Point""}";49.2836241498365, -123.088403604047
1;Grandview-Woodland;"{""coordinates"": [-123.058518854274, 49.2629090844458], ""type"": ""Point""}";49.2629090844458, -123.058518854274
1;Mount Pleasant;"{""coordinates"": [-123.102618062923, 49.2609186910803], ""type"": ""Point""}";49.2609186910803, -123.102618062923
1;Kitsilano;"{""coordinates"": [-123.183085840228, 49.2688342016401], ""type"": ""Point""}";49.2688342016401, -123.183085840228
1;Strathcona;"{""coordinates"": [-123.08908849921, 49.2799137969962], ""type"": ""Point""}";49.2799137969962, -123.08908849921
1;Riley Park;"{""coordinates"": [-123.09060192481, 49.2493601138693], ""type"": ""Point""}";49.2493601138693, -123.09060192481
1;Riley Park;"{""coordinates"": [-123.100544317809, 49.2333374194121], ""type"": ""Point""}";49.2333374194121, -123.100544317809
1;Kensington-Cedar Cottage;"{""coordinates"": [-123.08334482917, 49.2528918490473], ""type"": ""Point""}";49.2528918490473, -123.08334482917
1;Hastings-Sunrise;"{""coordinates"": [-123.051715343148, 49.2850346096607], ""type"": ""Point""}";49.2850346096607, -123.051715343148
1;Downtown;"{""coordinates"": [-123.118542506393, 49.2775710117723], ""type"": ""Point""}";49.2775710117723, -123.118542506393
1;Kensington-Cedar Cottage;"{""coordinates"": [-123.067748036214, 49.2511758553681], ""type"": ""Point""}";49.2511758553681, -123.067748036214
1;Kensington-Cedar Cottage;"{""coordinates"": [-123.065069395275, 49.2351413619611], ""type"": ""Point""}";49.2351413619611, -123.065069395275
1;Kitsilano;"{""coordinates"": [-123.153213921902, 49.2675342946602], ""type"": ""Point""}";49.2675342946602, -123.153213921902
1;Kitsilano;"{""coordinates"": [-123.153318393099, 49.2675355053609], ""type"": ""Point""}";49.2675355053609, -123.153318393099
3;Kensington-Cedar Cottage;"{""coordinates"": [-123.085055987625, 49.2541199518327], ""type"": ""Point""}";49.2541199518327, -123.085055987625
1;Kensington-Cedar Cottage;"{""coordinates"": [-123.088408493812, 49.2366414678808], ""type"": ""Point""}";49.2366414678808, -123.088408493812
3;Mount Pleasant;"{""coordinates"": [-123.096796424886, 49.2607391512863], ""type"": ""Point""}";49.2607391512863, -123.096796424886
1;Renfrew-Collingwood;"{""coordinates"": [-123.042969110291, 49.2473124768365], ""type"": ""Point""}";49.2473124768365, -123.042969110291
1;Kitsilano;"{""coordinates"": [-123.14974286391, 49.2612193975005], ""type"": ""Point""}";49.2612193975005, -123.14974286391
2;Grandview-Woodland;"{""coordinates"": [-123.063408213648, 49.2814535812226], ""type"": ""Point""}";49.2814535812226, -123.063408213648
2;Kitsilano;"{""coordinates"": [-123.17899950115, 49.2687694703696], ""type"": ""Point""}";49.2687694703696, -123.17899950115
2;Hastings-Sunrise;"{""coordinates"": [-123.056273013002, 49.2880198114623], ""type"": ""Point""}";49.2880198114623, -123.056273013002
8;Kitsilano;"{""coordinates"": [-123.178660009378, 49.2640207340481], ""type"": ""Point""}";49.2640207340481, -123.178660009378
6;Strathcona;"{""coordinates"": [-123.098918068993, 49.2791980416036], ""type"": ""Point""}";49.2791980416036, -123.098918068993
2;Mount Pleasant;"{""coordinates"": [-123.112248894563, 49.268282484516], ""type"": ""Point""}";49.268282484516, -123.112248894563
1;Hastings-Sunrise;"{""coordinates"": [-123.044405080517, 49.2772051899224], ""type"": ""Point""}";49.2772051899224, -123.044405080517
2;Strathcona;"{""coordinates"": [-123.080526967604, 49.2770657206119], ""type"": ""Point""}";49.2770657206119, -123.080526967604
1;Kensington-Cedar Cottage;"{""coordinates"": [-123.068998361156, 49.2430328036862], ""type"": ""Point""}";49.2430328036862, -123.068998361156
4;Mount Pleasant;"{""coordinates"": [-123.105132045532, 49.2632322023007], ""type"": ""Point""}";49.2632322023007, -123.105132045532
1;Grandview-Woodland;"{""coordinates"": [-123.076875904773, 49.2708332373003], ""type"": ""Point""}";49.2708332373003, -123.076875904773
1;Kensington-Cedar Cottage;"{""coordinates"": [-123.090161525165, 49.2338683707429], ""type"": ""Point""}";49.2338683707429, -123.090161525165
2;Downtown;"{""coordinates"": [-123.110947996662, 49.2830188473368], ""type"": ""Point""}";49.2830188473368, -123.110947996662
1;Riley Park;"{""coordinates"": [-123.09037606582, 49.2556886368258], ""type"": ""Point""}";49.2556886368258, -123.09037606582
1;Marpole;"{""coordinates"": [-123.139529855506, 49.2100874142014], ""type"": ""Point""}";49.2100874142014, -123.139529855506
1;Kensington-Cedar Cottage;"{""coordinates"": [-123.062313022817, 49.2592352473915], ""type"": ""Point""}";49.2592352473915, -123.062313022817
1;Renfrew-Collingwood;"{""coordinates"": [-123.0438462721, 49.2577943057417], ""type"": ""Point""}";49.2577943057417, -123.0438462721
1;Renfrew-Collingwood;"{""coordinates"": [-123.043845665827, 49.2578856073849], ""type"": ""Point""}";49.2578856073849, -123.043845665827
1;Killarney;"{""coordinates"": [-123.034268406837, 49.2320118619748], ""type"": ""Point""}";49.2320118619748, -123.034268406837
1;Kensington-Cedar Cottage;"{""coordinates"": [-123.068715276494, 49.2462250572548], ""type"": ""Point""}";49.2462250572548, -123.068715276494
1;Hastings-Sunrise;"{""coordinates"": [-123.032143250073, 49.2788244352528], ""type"": ""Point""}";49.2788244352528, -123.032143250073
2;Dunbar-Southlands;"{""coordinates"": [-123.184697098895, 49.2575830357065], ""type"": ""Point""}";49.2575830357065, -123.184697098895
1;Kitsilano;"{""coordinates"": [-123.147397748237, 49.270047788499], ""type"": ""Point""}";49.270047788499, -123.147397748237
10;Grandview-Woodland;"{""coordinates"": [-123.076838415282, 49.2781422931464], ""type"": ""Point""}";49.2781422931464, -123.076838415282
8;Strathcona;"{""coordinates"": [-123.091680979888, 49.2814838295274], ""type"": ""Point""}";49.2814838295274, -123.091680979888
2;Strathcona;"{""coordinates"": [-123.091040148927, 49.2804733681201], ""type"": ""Point""}";49.2804733681201, -123.091040148927
1;Arbutus Ridge;"{""coordinates"": [-123.16294148732, 49.2430390139925], ""type"": ""Point""}";49.2430390139925, -123.16294148732
1;Hastings-Sunrise;"{""coordinates"": [-123.047046507271, 49.2760366597384], ""type"": ""Point""}";49.2760366597384, -123.047046507271
1;Grandview-Woodland;"{""coordinates"": [-123.061789245048, 49.2638565108123], ""type"": ""Point""}";49.2638565108123, -123.061789245048
1;Grandview-Woodland;"{""coordinates"": [-123.072302053206, 49.2684499804677], ""type"": ""Point""}";49.2684499804677, -123.072302053206
1;Kitsilano;"{""coordinates"": [-123.150915414726, 49.2683533823673], ""type"": ""Point""}";49.2683533823673, -123.150915414726
2;Grandview-Woodland;"{""coordinates"": [-123.070432392706, 49.2723972369624], ""type"": ""Point""}";49.2723972369624, -123.070432392706
1;Grandview-Woodland;"{""coordinates"": [-123.072187899381, 49.2805507021796], ""type"": ""Point""}";49.2805507021796, -123.072187899381
1;Kerrisdale;"{""coordinates"": [-123.156058115302, 49.2269852526574], ""type"": ""Point""}";49.2269852526574, -123.156058115302
1;Kensington-Cedar Cottage;"{""coordinates"": [-123.070683290855, 49.2593012221836], ""type"": ""Point""}";49.2593012221836, -123.070683290855
1;Mount Pleasant;"{""coordinates"": [-123.093921085056, 49.2609087453656], ""type"": ""Point""}";49.2609087453656, -123.093921085056
1;Grandview-Woodland;"{""coordinates"": [-123.063612607679, 49.2688971241393], ""type"": ""Point""}";49.2688971241393, -123.063612607679
13;Strathcona;"{""coordinates"": [-123.097053258713, 49.2815810427063], ""type"": ""Point""}";49.2815810427063, -123.097053258713
13;Strathcona;"{""coordinates"": [-123.097158446635, 49.2815827533454], ""type"": ""Point""}";49.2815827533454, -123.097158446635
7;Downtown;"{""coordinates"": [-123.101789365759, 49.2810650971313], ""type"": ""Point""}";49.2810650971313, -123.101789365759
1;Downtown;"{""coordinates"": [-123.119761786351, 49.2803451371049], ""type"": ""Point""}";49.2803451371049, -123.119761786351
1;Dunbar-Southlands;"{""coordinates"": [-123.187880470728, 49.250799883525], ""type"": ""Point""}";49.250799883525, -123.187880470728
3;Strathcona;"{""coordinates"": [-123.089199931902, 49.2818325624629], ""type"": ""Point""}";49.2818325624629, -123.089199931902
1;Downtown;"{""coordinates"": [-123.107958519293, 49.2826391951359], ""type"": ""Point""}";49.2826391951359, -123.107958519293
1;South Cambie;"{""coordinates"": [-123.126825646096, 49.2510654800939], ""type"": ""Point""}";49.2510654800939, -123.126825646096
1;Riley Park;"{""coordinates"": [-123.102230067018, 49.2449514536427], ""type"": ""Point""}";49.2449514536427, -123.102230067018
1;Riley Park;"{""coordinates"": [-123.100268190259, 49.2554303363596], ""type"": ""Point""}";49.2554303363596, -123.100268190259
